,country3,region,subregion,place_name,station_name,notes,type,icao,lat,lon,elev
919,USA,CA,Orange County,Los Alamitos,Los Alamitos AAF | Los Alamitos NAS,WBAN used 1960 onward.,,KSLI,33.79,-118.052,10.7
920,USA,CA,,Los Angeles,FAA Pacific Regional Office - Message Center,,,KRLA,,,
921,USA,CA,Los Angeles County,Los Angeles/van Nuys|Encino,Engine Co Nr 109,,,K61L,34.13083972,-118.4906378,419.1
922,USA,CA,Ventura County,Los Angeles|Arts Trailer Court,NWSFO,,,KLOX,34.2,-119.1333,16.0
923,USA,CA,Los Angeles County,Los Angeles|Granada Hills,Devonshire Area,,,K14L,34.25694722,-118.5314753,308.5
924,USA,CA,Los Angeles County,Los Angeles|Jefferson,USC/Downtown,,,KCQT,34.0167,-118.2833,70.1
925,USA,CA,Los Angeles County,Los Angeles|Los Angeles City Center,Parker Center,,,K45L,34.05223389,-118.241185,137.2
926,USA,CA,Los Angeles County,Los Angeles|Los Angeles City Center,City Hall,,,K59L,34.05417833,-118.2425739,109.7
927,USA,CA,Los Angeles County,Los Angeles|Old Chinatown (historical),Terminal Annex,,,K54L,34.05806722,-118.2356286,108.2
928,USA,CA,Los Angeles County,Los Angeles|Pacoima,Whiteman,,,KWHP,34.259325,-118.413433,305.7
929,USA,CA,Los Angeles County,Los Angeles|Studio City,Engine Co Nr 108,,,K60L,34.12667389,-118.4070239,343.5
930,USA,CA,Los Angeles County,Los Angeles|Van Nuys,Van Nuys County Court,,,K43L,34.18333833,-118.4475822,259.1
931,USA,CA,Los Angeles County,Los Angeles|Vineyard,Wilshire Area,,,K44L,34.04695528,-118.3425767,45.7
932,USA,CA,Los Angeles County,Los Angeles|Westchester,International AP [Mines Field],,,KLAX,33.942497,-118.40805,38.7
933,USA,CA,Merced County,Los Banos|Santa Nella Village,San Luis Reservoir,,,K0O0,37.0582775,-121.1260347,165.8
934,USA,CA,Merced County,Los Banos|Trent,Los Banos Muni AP,,,KLSN,37.063889,-120.869861,36.9
935,USA,CA,Kern County,Lost Hills,Lost Hills-kern County,,,KL84,35.62477778,-119.6861389,83.5
936,USA,CA,Madera County,Madera|Notarb,Madera Muni AP,,,KMAE,36.986508,-120.112631,77.7
937,USA,CA,Los Angeles County,Malibu|Malibu Beach,Malibu Administrative Center,,,K74L,34.03722972,-118.6881408,8.8
938,USA,CA,Mono County,Mammoth|Whitmore Hot Springs,June Lakes,,,KMMH,37.624056,-118.83875,2174.5
939,USA,CA,Mariposa County,Mariposa|Mount Bullion,Mariposa-Yosemite AP,,,KMPI,37.510861,-120.039528,687.0
940,USA,CA,Alpine County,Markleeville,Alpine County,,,KM45,38.73475,-119.7670556,1789.5
941,USA,CA,Yuba County,Marysville|Alicia,Yuba County AP,,,KMYV,39.097778,-121.569833,19.5
942,USA,CA,Yuba County,Marysville|Erle (historical),Beale AFB,,,KBAB,39.1361,-121.436586,34.1
943,USA,CA,Mendocino County,Mendocino|Little River|Fort Bragg,Little River AP/SAWRS,,,KLLR,39.262056,-123.753778,174.7
944,USA,CA,Fresno County,Mendota,William Robert Johnston Muni,,,KM90,36.75861111,-120.3713889,49.4
945,USA,CA,Merced County,Merced,Macready Field,,,KMCE,37.28475,-120.513917,47.2
946,USA,CA,Merced County,Merced|Fluhr,Castle AP [Castle AFB],,,KMER,37.380483,-120.568186,57.9
947,USA,CA,Stanislaus County,Modesto City|Riverside,Harry Sham Field [Modesto AP],,,KMOD,37.625833,-120.954417,30.2
948,USA,CA,Kern County,Mojave|Chaffee,Mojave AP,,,KMHV,35.058944,-118.150611,853.8
949,USA,CA,Siskiyou County,Montague|Horizon Hills Mobile Home Park,Montague AP & Yreka Rohrer Field,Current.,,K1O5,41.73042028,-122.5455783,770.2
950,USA,CA,Siskiyou County,Montague|Snowden,Siskiyou County AP,,,KSIY,41.781444,-122.468111,808.0
951,USA,CA,Monterey County,Monterey|Del Monte,FNMOC Monterey,USAF operating location.,,KQNM,36.59,-121.86,152.0
952,USA,CA,Monterey County,Monterey|Del Rey Oaks,Peninsula AP [Monterey AP],,,KMRY,36.586953,-121.842783,78.0
953,USA,CA,Siskiyou County,Mount Shasta,Mount Shasta,,,KMHS,41.317,-122.317,1077.5
954,USA,CA,Los Angeles County,Mount Wilson,Mount Wilson,,,KMWS,34.23333333,-118.0666667,1739.0
955,USA,CA,Santa Clara County,Mountain View|Jackson Park,Moffett Federal Airfield|Moffett Field NAS|Moffett NAS|Sunnyvale NAS,,,KNUQ,37.416142,-122.049131,11.0
956,USA,CA,Riverside County,Murrieta/temecula|Murrieta Hot Springs  (historical),French Valley,,,KF70,33.57417908,-117.1284732,411.2
957,USA,CA,Napa County,Napa|Middleton,County AP,Approximate start date.,,KAPC,38.213636,-122.280153,10.7
958,USA,CA,Napa County,Napa|Monticello (historical),Lake Berryessa,,,KE20,38.59157306,-122.25942,134.1
959,USA,CA,San Bernardino County,Needles|Parker Junction,Needles AP,,,KEED,34.766347,-114.623281,299.6
960,USA,CA,Santa Barbara County,New Cuyama,New Cuyama,,,KL88,34.93994444,-119.6855833,671.5
961,USA,CA,Los Angeles County,Newhall|Humphreys,Los Angeles County Fire Station Nr 123,,,K80L,34.38166417,-118.4145261,550.2
963,USA,CA,Los Angeles County,Norwalk,Southeast Superior Court,,,K83L,33.91362528,-118.0731214,71.6
964,USA,CA,Los Angeles County,Norwalk,Norwalk Sheriff Station,,,K84L,33.91334722,-118.0697883,30.8
965,USA,CA,Marin County,Novato|Burdell,Novato,,,KDVO,38.143575,-122.557092,1.2
966,USA,CA,Stanislaus County,Oakdale|East Oakdale,Oakdale,,,KO27,37.75633333,-120.8001944,71.9
967,USA,CA,Alameda County,Oakland|Fremont|Mattos,Oakland ARTCC/Oceanic|Oakland ODAPS,,,KZAK,37.5429,-122.016,17.0
968,USA,CA,Alameda County,Oakland|Fremont|Mattos,Oakland ARTCC,,,KZOA,37.5429,-122.016,17.0
969,USA,CA,Alameda County,Oakland|Mulford,International AP | Metropolitan Oakland International AP | Oakland AP,,,KOAK,37.72125,-122.221139,2.7
970,USA,CA,San Luis Obispo County,Oceano|Oceano Beach,Oceano County,,,KL52,35.10147222,-120.6223611,4.3
971,USA,CA,San Diego County,Oceanside|Chappo,Camp Pendleton/MCAS,,,KNFG,33.301256,-117.355167,23.5
972,USA,CA,San Diego County,Oceanside|El Camino 76 Trailer Park,Oceanside Muni AP,Given as OKH in NCEP NSD but this appears to be erroneous as it conflicts with Oak Harbor WA.,,KOKB,33.217978,-117.351508,8.5
973,USA,CA,San Diego County,Oceanside|Las Flores,Mcolf Camp Pendleton (red Beach),,,KNXF,33.28564389,-117.4564783,27.1
974,USA,CA,San Diego County,Ocotillo Wells,Ocotillo,,,KL90,33.14777778,-116.1315833,48.8
975,USA,CA,San Bernardino County,Ontario|Ballou,International AP,,,KONT,34.056,-117.601194,287.7
976,USA,CA,Glenn County,Orland|Meadowood Estates,Haigh Field,,,KO37,39.72036819,-122.1463583,66.1
977,USA,CA,Butte County,Oroville|Bidwell (historical),Lake Oroville Landing Area,,,KO06,39.56655278,-121.4677458,274.3
978,USA,CA,Butte County,Oroville|Lorraine (historical),Oroville,,,KOVE,39.487806,-121.622,59.1
979,USA,CA,Ventura County,Oxnard,AP | Ventura County AP,,,KOXR,34.200806,-119.207222,13.4
980,USA,CA,Los Angeles County,Pacoima,Barton Heliport,,,KPAI,34.25972472,-118.4134153,292.6
981,USA,CA,Riverside County,Palm Springs,Regional,,,KPSP,33.829667,-116.506694,145.1
982,USA,CA,Los Angeles County,Palmdale,Regional AP | Air Force Plant 42,,,KPMD,34.629389,-118.084553,774.8
983,USA,CA,Los Angeles County,Palmdale,Los Angeles ARTCC,,,KZLA,34.6034,-118.08334,779.0
984,USA,CA,San Bernardino County,Palmdale|El Mirage,Gray Butte Field,ADD/20120209.,,KGXA,34.56662,-117.67038,922.9
985,USA,CA,San Mateo County,Palo Alto|Runnymeade (historical),Palo Alto AP,,,KPAO,37.461111,-122.115056,1.8
986,USA,CA,San Luis Obispo County,Paso Robles|Estrella,Paso Robles Municipal AP,,,KPRB,35.672889,-120.627083,255.4
987,USA,CA,Monterey County,Paso Robles|Nacimiento,Camp Roberts,,,KSYL,35.81496639,-120.7437847,192.0
988,USA,CA,Riverside County,Perris|Ellis,Perris Valley,,,KL65,33.76463889,-117.219,430.7
989,USA,CA,Sonoma County,Petaluma|East Petaluma,Petaluma Muni,,,KO69,38.25777778,-122.6053333,27.4
990,USA,CA,El Dorado County,Placerville|Smithflat,Placerville,,,KPVF,38.724211,-120.753342,787.9
991,USA,CA,Santa Barbara County,Point Arguello,Point Arguello,,,KPGU,34.5667,-120.6667,18.0
992,USA,CA,Ventura County,Point Mugu|The Colony Mobile Home Park,Point Mugu NAWS | Point Mugu NAS | Point Mugu Naval Air Missile Test Center,,,KNTD,34.119275,-119.119586,4.0
993,USA,CA,Los Angeles County,Pomona|Spadra,Pomona Police Dept,,,K98L,34.05251056,-117.7933917,305.1
994,USA,CA,Tulare County,Porterville|Lois,AAF,,,KPTV,36.029583,-119.062722,135.0
995,USA,CA,Plumas County,Quincy,Gansner Field,,,K2O1,39.94388889,-120.9453889,1041.8
997,USA,CA,Sacramento County,Rancho Murieta,Rancho Murieta,,,KRIU,38.486778,-121.102778,43.9
998,USA,CA,Lassen County,Ravendale,Ravendale,,,KO39,40.80327778,-120.3662222,1617.3
999,USA,CA,Tehama County,Red Bluff|Rawson,Redwood Municipal AP | Bidwell AP,Listed in 1949 CAA LID.,,KRBL,40.150306,-122.252194,107.3
1000,USA,CA,Sitka City and Borough,Redding|Baranof,Benton AP | Benton FIeld,FAA LID later reassigned to Baranof AK.,,KBNF,57.08882583,-134.8331414,0.0
1001,USA,CA,Shasta County,Redding|Fairway Oaks Mobile Home Park,Municipal AP | Redding AP,,,KRDD,40.508972,-122.293389,153.6
1002,USA,CA,Shasta County,Redding|Shady Acres Trailer Park,Benton Field,,,KO85,40.57422222,-122.4074444,220.4
1003,USA,CA,San Bernardino County,Redlands|Browns (historical),Redlands Municipal AP,,,KREI,34.08525,-117.146389,479.8
1004,USA,CA,Fresno County,Reedley|Wahtoke,Reedley Muni,,,KO32,36.67102778,-119.451,117.7
1005,USA,CA,San Bernardino County,Rialto|Walnut Ridge,Rialto Muni /miro Fld/,,,KL67,34.12934361,-117.4016303,443.5
1006,USA,CA,Sacramento County,Rio Linda|Robla,Rio Linda,,,KL36,38.675,-121.4454444,14.0
1007,USA,CA,Solano County,"Rio Vista|Rio Vista, California",Rio Vista Muni,,,KO88,38.19338889,-121.7036389,6.7
1008,USA,CA,Riverside County,Riverside/rubidoux/|Rubidoux,Flabob,,,KRIR,33.988789,-117.409911,233.8
1009,USA,CA,Riverside County,Riverside|Alessandro,March AFB,,,KRIV,33.880711,-117.25945,468.2
1010,USA,CA,Riverside County,Riverside|Arlanza,Riverside Muni AP,,,KRAL,33.951889,-117.445111,249.3
1011,USA,CA,Kern County,Rosamond,Rosamond Skypark,,,KL00,34.8705,-118.2054167,736.1
1012,USA,CA,San Diego County,Rosemont,Rosemont,,,KL49,33.033,-116.917,424.0
1013,USA,CA,Trinity County,Ruth|Yellowjacket Place,Ruth,,,KT42,40.21147222,-123.2976944,847.7
1014,USA,CA,Sacramento County,Sacramento|Arcade,NWSFO,,,KSTO,38.6167,-121.3833,18.0
1015,USA,CA,Sacramento County,Sacramento|Cordova,Executive AP | Sacramento AP,,,KSAC,38.512861,-121.4933,7.0
1016,USA,CA,Yolo County,Sacramento|Kiesel,Metropolitan,,,KSMF,38.695444,-121.590778,7.9
1017,USA,CA,Sacramento County,Sacramento|Mather Field,Mather Field | Mather AFB,,,KMHR,38.555311,-121.297211,29.9
1018,USA,CA,Sacramento County,Sacramento|McClellan Park,McClellan AFB,,,KMCC,38.667639,-121.400611,23.2
1019,USA,CA,Monterey County,Salinas|Spreckels Junction,Municipal AP | Salinas AP,,,KSNS,36.662786,-121.606367,25.6
1020,USA,CA,Imperial County,Salton Sea|Squeaky Springs (historical),Salton Sea AP,,,KSAS,33.241431,-115.9525,-25.6
1021,USA,CA,Calaveras County,San Andreas|Fourth Crossing,Calaveras County AP & Maury Rasmussen Field,,,KCPU,38.146111,-120.648167,404.5
1022,USA,CA,San Bernardino County,San Bernardino|North Norton,Norton AFB | San Bernardino AFB,,,KSBD,34.095361,-117.234889,353.3
1023,USA,CA,San Mateo County,San Carlos|Silver Penny Mobile Home Park,San Carlos AP,,,KSQL,37.511861,-122.249531,1.5
1024,USA,CA,Los Angeles County,San Clemente|Avalon,San Clemente NAAS,,,KNUC,33.022744,-118.588492,55.8
1025,USA,CA,-,San Diego|Bandini,Brown Field,,,KSDM,32.572278,-116.980167,160.3
1026,USA,CA,San Diego County,San Diego|Coronado,North Island NAS | San Diego NAS,,,KNZY,32.698197,-117.213111,7.6
1027,USA,CA,San Diego County,San Diego|Five Points,Lindbergh Field|San Diego CGAS,,,KSAN,32.733556,-117.189667,4.9
1028,USA,CA,San Diego County,San Diego|Miramar,Mirimar MCAS,,,KNKX,32.868528,-117.143189,145.4
1029,USA,CA,San Diego County,San Diego|Rancho Bernardo,San Diego,,,KSGX,33.0167,-117.0833,195.0
1030,USA,CA,San Diego County,San Diego|Serra Mesa,Montgomery Field|Gibbs AP,,,KMYF,32.815722,-117.139556,130.2
1031,USA,CA,San Diego County,San Diego|Town and Country Mobile Home Park,Gillespie Field AP | Santee,LAWRS.,,KSEE,32.826222,-116.972444,118.0
1032,USA,CA,San Mateo County,San Francisco|Millbrae,International AP | San Francisco AP,,,KSFO,37.618806,-122.375417,4.0
1033,USA,CA,San Mateo County,San Francisco|Millbrae,San Francisco CGAS,,,KSFS,37.61897222,-122.3748889,4.0
1034,USA,CA,Monterey County,San Francisco|Seaside,Monterey/NWSFO,,,KMTR,36.6,-121.85,24.0
1035,USA,CA,Kings County,San Joaquin|Home Garden,WSFO,,,KHNX,36.317,-119.633,65.0
1036,USA,CA,Santa Clara County,San Jose|Alum Rock,Reid/Hillville,,,KRHV,37.332861,-121.819806,41.1
1037,USA,CA,Santa Clara County,San Jose|Santa Clara Trailer Village,International AP | San Jose AP,,,KSJC,37.362994,-121.928619,18.9
1038,USA,CA,San Luis Obispo County,San Luis Obispo|Goldtree,Camp San Luis Obispo,,,KCSL,35.3333075,-120.7343403,76.2
1039,USA,CA,San Luis Obispo County,San Luis Obispo|Steele (historical),San Luis Obispo AP,,,KSBP,35.237278,-120.642611,64.6
1040,USA,CA,Santa Clara County,San Martin,South County Arpt Of Santa Clara County,,,KE16,37.08158611,-121.5968056,86.3
1041,USA,CA,-,San Nicolas Island,NAS,,,KNSI,33.238861,-119.457011,154.2
1042,USA,CA,Los Angeles County,Sandberg,Sandberg,,,KSDB,34.75,-118.7333333,1377.0
1043,USA,CA,Orange County,Santa Ana|Paularino,John Wayne AP | Orange County AP,,,KSNA,33.675667,-117.868222,17.1
1044,USA,CA,Santa Barbara County,Santa Barbara|La Patera,Municipal AP | Santa Barbara AP | Santa Barbara MCAS,Santa Barbara Municipal Airport | Santa Barbara Airport.,,KSBA,34.426194,-119.8415,4.0
1045,USA,CA,Santa Barbara County,Santa Cruz|Isla Vista,Island,,,KSZN,34.06055833,-119.91513,15.2
1046,USA,CA,Santa Barbara County,Santa Maria|Midco,Santa Maria AP,,,KSMX,34.899944,-120.458083,79.6
1047,USA,CA,Los Angeles County,Santa Monica|Mar Vista Houses,Municipal AP | Clover Field,,,KSMO,34.015822,-118.451306,51.5
1048,USA,CA,Los Angeles County,Santa Monica|Ocean Park,Pier,,,K1L2,34.0,-118.5,0.0
1049,USA,CA,Ventura County,Santa Paula,Santa Paula,,,KSZP,34.347017,-119.061617,76.2
1050,USA,CA,Sonoma County,Santa Rosa|Shiloh,Charles M. Schulz - Sonoma County AP,,,KSTS,38.509694,-122.812889,39.0
1051,USA,CA,Santa Barbara County,Santa Ynez,Santa Ynez,,,KIZA,34.606817,-120.07555,205.4
1052,USA,CA,Marin County,Sausalito|Manzanita,Commodore Center,,,KJMC,37.87909306,-122.513585,0.6
1053,USA,CA,Sonoma County,Schellville/sonoma|Big Bend,Sonoma Valley,,,K0Q3,38.22391667,-122.4497222,4.9
1054,USA,CA,Fresno County,Selma,Selma,,,K0Q4,36.58083333,-119.6572222,93.0
1055,USA,CA,Kern County,Shafter|Minter Village,Minter Field | Minter AAF ( -1945),,,KMIT,35.507475,-119.192133,129.5
1056,USA,CA,Humboldt County,Shelter Cove,Shelter Cove,,,K0Q5,40.02813889,-124.0743333,22.3
1057,USA,CA,Inyo County,Shoshone,Shoshone,,,KL61,35.96861111,-116.2692778,477.9
1058,USA,CA,Sierra County,Sierraville|Campbell Hot Springs,Sierraville Dearwater,,,KO79,39.58166667,-120.3540278,1519.1
1059,USA,CA,Sonoma County,Sonoma|Schellville,Sonoma Skypark,,,K0Q9,38.25744444,-122.4340833,6.1
1060,USA,CA,El Dorado County,South Lake Tahoe|Tahoe Valley,South Lake Tahoe,,,KTVL,38.893889,-119.995333,1910.5
1062,USA,CA,Los Angeles County,Stevenson Ranch,Stevenson Ranch,,,K3A6,34.37,-118.57,427.0
1063,USA,CA,San Joaquin County,Stockton|Blackslough Landing,Lost Isle,,,KS74,38.00408889,-121.4566175,0.0
1064,USA,CA,San Joaquin County,Stockton|French Camp,Metropolitan,,,KSCK,37.894411,-121.238739,10.1
1065,USA,CA,Tulare County,Strathmore|Mirador,Eckert Field,,,K1Q1,36.16238889,-119.0506389,129.8
1066,USA,CA,Lassen County,Susanville|Johnstonville,Municipal AP | Susanville AP,,,KSVE,40.375694,-120.572694,1264.6
1067,USA,CA,Lassen County,Susanville|Spalding Tract,Spaulding,,,K1Q2,40.65030556,-120.7685089,1559.1
1068,USA,CA,Kern County,Tehachapi,Tehachapi Municipal AP | Tehachapi AAF (1942-1945),,,KTSP,35.134994,-118.4393,1219.5
1069,USA,CA,Kern County,Tehachapi|Summit,Mountain Valley,,,KL94,35.10107778,-118.4231392,1286.3
1070,USA,CA,Riverside County,Thermal,Thermal AP,,,KTRM,33.626667,-116.159653,-34.7
1071,USA,CA,Los Angeles County,Torrance|Walteria,Torrance Muni AP,,,KTOA,33.803383,-118.339608,31.4
1072,USA,CA,San Joaquin County,Tracy|Carbona,Tracy Muni,,,KTCY,37.688897,-121.441575,58.8
1073,USA,CA,San Joaquin County,Tracy|San Joaquin River Club,New Jerusalem,,,K1Q4,37.67777778,-121.3011944,18.9
1074,USA,CA,Trinity County,Trinity Center,Trinity Center,,,KO86,40.98275,-122.6937222,728.5
1075,USA,CA,Kern County,Trona|Taft,Trona AP,FAA LID no longer in use.,,KL17,35.14172222,-119.4382222,261.5
1076,USA,CA,Inyo County,Trona|Valley Wells,Trona,,,KL72,35.81245333,-117.3272783,523.3
1077,USA,CA,Nevada County,Truckee|Polaris,Truckee-Tahoe AP,,,KTRK,39.320056,-120.139583,1799.6
1078,USA,CA,Tulare County,Tulare|Matheny,Mefford Field AP | Tulare AP,,,KTLR,36.156583,-119.326556,80.8
1079,USA,CA,Modoc County,Tulelake|Newell,Tulelake Muni,,,KO81,41.89063889,-121.3606667,1232.6
1080,USA,CA,Merced County,Turlock|Ballico,Turlock Muni,,,KO15,37.48397222,-120.6972222,48.8
1081,USA,CA,San Bernardino County,Twentynine Palms,AP | Condor Field,The Condor Field name may be originating from NCDC; have not verified.,,KTNP,34.131583,-115.945806,575.5
1082,USA,CA,San Bernardino County,Twentynine Palms|Sunfair Heights,Twentynine Palms,,,KNXP,34.296167,-116.162167,625.2
1083,USA,CA,Mendocino County,Ukiah|Asylum,Ukiah Muni AP,,,KUKI,39.125944,-123.200861,187.8
1084,USA,CA,Lake County,Upper Lake|Rice Fork Summer Homes,Gravelly Valley,,,K1Q5,39.45072222,-122.9546111,579.1
1085,USA,CA,Solano County,Vacaville|Violet (historical),Nut Tree,,,KVCB,38.378222,-121.961194,35.4
1086,USA,CA,Los Angeles County,Valencia|Ninetynine Oaks,Sheriff's Wayside,,,K81L,34.46666083,-118.5953644,365.8
1087,USA,CA,Los Angeles County,Van Nuys|Raymer,AP | Van Nuys Metropolitan AP,,,KVNY,34.209806,-118.489972,244.5
1088,USA,CA,Santa Barbara County,Vandenberg|Lompoc|Tangair,Vandenberg AFB,,,KVBG,34.737336,-120.584314,112.2
1089,USA,CA,San Bernardino County,Victorville|George,Southern California Logistics AP | Victorville AP | George AFB | Victorville AFB,,,KVCV,34.597453,-117.382997,879.4
1090,USA,CA,Tulare County,Visalia|Midvalley,Municipal AP | Green Acres AP,,,KVIS,36.318639,-119.392861,89.6
1091,USA,CA,Tulare County,Visalia|Peral,Sequoia Field,,,KD86,36.44791667,-119.3187222,95.4
1092,USA,CA,Kern County,Wasco|Neufeld,Wasco-kern County,,,KL19,35.61966667,-119.3536667,95.1
1093,USA,CA,Santa Cruz County,Watsonville|Monterey Vista Mobile Home Park,Municipal AP | Watsonville AP Number 1,,,KWVI,36.935722,-121.789639,49.7
1094,USA,CA,Trinity County,Weaverville,Lonnie Pool,,,KO54,40.74725,-122.9223333,716.3
1095,USA,CA,Siskiyou County,Weed|Metcalf (historical),Weed,,,KO46,41.48077778,-122.4545278,896.7
1096,USA,CA,Mendocino County,Willits|Brooktrails,Ells Field-willits Muni,,,KO28,39.45129778,-123.3722844,629.4
1097,USA,CA,Glenn County,Willows|Willow Glenn Mobile Home Park,Willows-Glenn County AP,,,KWLW,39.515756,-122.217275,43.0
1098,USA,CA,Tulare County,Woodlake|Saint Johns,Woodlake,,,KO42,36.39877778,-119.1068056,129.5
1099,USA,CA,Yolo County,Woodland|Monument Hills,Watts-woodland,,,KO41,38.67387639,-121.8720772,38.1
1100,USA,CA,Sutter County,Yuba City|Yupu (historical),Sutter County,,,KO52,39.12366667,-121.6053611,18.0
1101,USA,CA,San Bernardino County,Yucca Valley,Yucca Valley,,,KL22,34.12983333,-116.4068889,982.7
1102,USA,CO,Washington County,Akron,Colorado Plains Regional AP|Akron-Washington County AP,Formerly Akron Intermediate Field.,,KAKO,40.175639,-103.222028,1437.5
1103,USA,CO,Washington County,Akron|Platner,Gebauer,,,K5V6,40.24442528,-103.09355,1374.4
1104,USA,CO,Alamosa County,Alamosa|La Fruto,San Luis Valley Regional AP/Bergman Field AP,,,KALS,37.435125,-105.867875,2297.9
1105,USA,CO,Pitkin County,Aspen|Woody Creek,Pitkin County/Sardy Field AP,,,KASE,39.221889,-106.868222,2388.7
1106,USA,CO,Costilla County,Blanca,Blanca,,,K05V,37.41111917,-105.55168,2353.1
1107,USA,CO,Boulder County,Boulder|Valmont,Boulder Muni,,,KBDU,40.039367,-105.226089,1611.8
1108,USA,CO,Morgan County,Brush,Brush Muni,,,K7V5,40.26436111,-103.5756389,1304.6
1109,USA,CO,Chaffee County,Buena Vista|Johnson Village,Central Colorado Regional AP,New identifier.,,KAEJ,38.814194,-106.120611,2423.2
1110,USA,CO,Kit Carson County,Burlington|West Burlington,Burlington,,,KITR,39.242511,-102.285378,1285.7
1111,USA,CO,El Paso County,Calhan,Calhan,,,K5V4,39.04830556,-104.293,1966.0
1112,USA,CO,Fremont County,Canon City|Florence,Fremont County,,,K1V6,38.42802583,-105.1058422,1658.7
1113,USA,CO,Saguache County,Center,Leach,,,K1V8,37.78491667,-106.0469167,2315.9
1114,USA,CO,,Colorado Springs,Norad Weather Support Unit - Cheyenne Mountains AFB,,,KCMC,,,
1115,USA,CO,El Paso County,Colorado Springs|Air Force Academy,Air Force Academy Airfield,,,KAFF,38.973333,-104.82,2004.4
1116,USA,CO,El Paso County,Colorado Springs|Cimarron Hills,Colorado Springs Municipal AP | City of Colorado Springs Municipal AP | Peterson AFB | Peterson Field,,,KCOS,38.805814,-104.700775,1885.8
1117,USA,CO,El Paso County,Colorado Springs|Falcon,Meadow Lake,,,K00V,38.94574889,-104.5698933,2095.2
1118,USA,CO,El Paso County,Colorado Springs|Falcon,Meadow Lake,ADD/20110209.,,KFLY,38.94575,-104.569894,2096.1
1119,USA,CO,El Paso,Colorado Springs|NORAD Cheyenne Mountain Complex,Cheyenne Mountain AFS HEL,ADD/20210101.,,KCQJ,38.73853,-104.83514,2014.4
1120,USA,CO,Summit County,Copper Mountain|Slate Creek,Red Cliff Pass (CDOT),,,KCCU,39.7833,-106.25,3048.0
1121,USA,CO,Montezuma County,Cortez,Montezuma County,,,KCEZ,37.303,-108.628067,1803.5
1122,USA,CO,Moffat County,Craig|Craig South Highlands,Craig-Moffat AP | Craig AP,,,KCAG,40.495222,-107.521667,1888.9
1123,USA,CO,Delta County,Crawford,Crawford,,,K99V,38.70415361,-107.6436694,1972.1
1124,USA,CO,Mineral County,Creede,Mineral County Memorial,,,KC24,37.82216667,-106.9298889,2645.7
1125,USA,CO,Rio Grande County,Del Norte,Del Norte Muni & Co,,,K8V1,37.71361361,-106.3544794,2422.9
1126,USA,CO,Rio Grande,Del Norte,Astronaut Kent Rominger,ADD/20141229.,,KRCV,37.713783,-106.352019,2424.7
1127,USA,CO,Delta County,Delta|North Delta,Blake Field AP,New identifier.,,KAJZ,38.785603,-108.062014,1582.5
1128,USA,CO,Delta County,Delta|North Delta,Westwinds,,,KD17,38.75847222,-108.1484722,1524.0
1129,USA,CO,Adams,Denver,Colorado Air And Space Port,ADD/20200618.,,KCFO,39.78419,-104.53764,1681.0
1131,USA,CO,Arapahoe County,Denver|Aurora|Side Creek,Buckley AFB,Denver NAS.,,KBKF,39.701767,-104.751961,1726.1
1132,USA,CO,Adams County,Denver|Barr Lake,International AP,DEN International (DIA).,,KDEN,39.861667,-104.673167,1656.0
1133,USA,CO,Adams County,Denver|Boston Heights,(Abandoned) Stapleton AP,,,KDNR,39.7675,-104.8694444,1611.0
1134,USA,CO,Boulder County,Denver|Boulder,Boulder/NWSFO,,,KBOU,40.0,-105.2667,1650.0
1135,USA,CO,Jefferson County,Denver|Broomfield|Countryside,Jefferson County AP,,,KBJC,39.908806,-105.117194,1729.2
1136,USA,CO,Arapahoe County,Denver|Dove Valley,Centennial AP,,,KAPA,39.570128,-104.849306,1793.5
1137,USA,CO,Adams County,Denver|Manila,Front Range AP/ASOS,,,KFTG,39.784194,-104.537639,1681.0
1138,USA,CO,Dolores County,Dove Creek,Dove Creek,,,K8V6,37.76475,-108.8886389,2126.0
1139,USA,CO,La Plata County,Durango|Carbon Junction,Animas AP,"Very likely this was the 1940s airport, so have set it up accordingly.",,K00C,37.20317833,-107.8691953,2037.3
1140,USA,CO,La Plata County,Durango|Oxford,La Plata County AP,,,KDRO,37.151528,-107.753778,2038.8
1141,USA,CO,Kiowa County,Eads,Eads Muni,,,K9V7,38.47513889,-102.8108611,1293.9
1142,USA,CO,Eagle County,Eagle County|Gypsum,Regional,,,KEGE,39.642761,-106.915936,1995.5
1143,USA,CO,El Paso County,Ellicott,Colorado Springs East,,,KA50,38.87443833,-104.409965,1873.0
1144,USA,CO,El Paso,Ellicott,Colorado Springs East,ADD/20200618.,,KCO4,38.87425,-104.40984,1873.0
1145,USA,CO,El Paso County,Ellicott|Truckton,Bullseye Auxiliary Airstrip (US Air Force Academy),,,KABH,38.75,-104.3,1840.0
1146,USA,CO,Boulder County,Erie|Lafayette,Erie Muni,,,KEIK,40.01025,-105.048083,1560.3
1147,USA,CO,El Paso County,Fort Carson|Fountain,Butts,,,KFCS,38.678333,-104.7565,1790.4
1148,USA,CO,Larimer County,Fort Collins|Redmond,Loveland AP,,,KFNL,40.451817,-105.011339,1528.6
1149,USA,CO,Morgan County,Fort Morgan|Saddle Ridge,Fort Morgan Muni,,,KFMM,40.335444,-103.804167,1400.6
1150,USA,CO,Garfield,Glenwood Springs|Cardiff,Glenwood Springs Muni,,,KGWS,39.506,-107.309083,1803.2
